"Código provincia";"Código Municipio";"NOMBRE";"Población total";"Varones ";"Mujeres"
"09";"2169";"Merindad de Valdeporres";528;274;254
"09";"2175";"Merindad de Valdivielso";573;297;276
"09";"2181";"Milagros";454;242;212
"09";"2194";"Miranda de Ebro";35.397;17.483;17.914
"09";"2208";"Miraveche";116;65;51
"09";"2215";"Modúbar de la Emparedada";250;137;113
"09";"2236";"Monasterio de la Sierra";37;22;15
"09";"2241";"Monasterio de Rodilla";229;126;103
"09";"2254";"Moncalvillo";132;78;54
"09";"2267";"Monterrubio de la Demanda";90;49;41
"09";"2273";"Montorio";166;82;84
"09";"2289";"Moradillo de Roa";224;120;104
"09";"2292";"Nava de Roa";275;145;130
"09";"2306";"Navas de Bureba";52;26;26
"09";"2313";"Nebreda";108;67;41
"09";"2328";"Neila";232;111;121
"09";"2352";"Olmedillo de Roa";221;117;104
"09";"2365";"Olmillos de Muñó";46;25;21
"09";"2387";"Oña";1.674;837;837
"09";"2390";"Oquillas";78;41;37
"09";"2411";"Orbaneja Riopico";137;75;62
"09";"2426";"Padilla de Abajo";104;61;43
"09";"2432";"Padilla de Arriba";134;71;63
"09";"2447";"Padrones de Bureba";79;43;36
"09";"2463";"Palacios de la Sierra";913;477;436
"09";"2479";"Palacios de Riopisuerga";31;16;15
"09";"2485";"Palazuelos de la Sierra";64;32;32
"09";"2498";"Palazuelos de Muñó";73;41;32
"09";"2501";"Pampliega";427;214;213
"09";"2518";"Pancorbo";509;265;244
"09";"2539";"Pardilla";123;67;56
"09";"2557";"Partido de la Sierra en Tobalina";83;49;34
"09";"2560";"Pedrosa de Duero";587;305;282
"09";"2595";"Pedrosa de Río Úrbel";284;158;126
"09";"2576";"Pedrosa del Páramo";120;68;52
"09";"2582";"Pedrosa del Príncipe";301;158;143
"09";"2616";"Peñaranda de Duero";611;326;285
"09";"2621";"Peral de Arlanza";256;131;125
"09";"2655";"Piérnigas";47;30;17
"09";"2674";"Pineda-Trasmonte";191;100;91
"09";"2668";"Pineda de la Sierra";125;68;57
"09";"2707";"Pinilla-Trasmonte";233;128;105
"09";"2680";"Pinilla de los Barruecos";137;72;65
"09";"2693";"Pinilla de los Moros";49;32;17
"09";"2729";"Poza de la Sal";381;192;189
"09";"2735";"Prádanos de Bureba";74;41;33
"09";"2740";"Pradoluengo";1.732;842;890
"09";"2753";"Presencio";291;154;137
"09";"2766";"Puebla de Arganzón (La)";275;152;123
"09";"2772";"Puentedura";128;69;59
"09";"2791";"Quemada";260;145;115
"09";"2812";"Quintana del Pidio";200;107;93
"09";"2805";"Quintanabureba";36;20;16
"09";"2833";"Quintanaélez";108;52;56
"09";"2870";"Quintanaortuño";127;65;62
"09";"2886";"Quintanapalla";123;66;57
"09";"2899";"Quintanar de la Sierra";2.154;1.112;1.042
"09";"2925";"Quintanavides";90;43;47
"09";"9012";"Quintanilla-Tordueles";599;315;284
"09";"2946";"Quintanilla de la Mata";170;94;76
"09";"2959";"Quintanilla del Coco";119;60;59
"09";"2984";"Quintanilla San García";113;54;59
"09";"3018";"Quintanilla Vivar";361;181;180
"09";"2978";"Quintanillas (Las)";344;181;163
"09";"3023";"Rabanera del Pinar";140;74;66
"09";"3039";"Rábanos";93;57;36
"09";"3044";"Rabé de las Calzadas";182;97;85
"09";"3060";"Rebolledo de la Torre";168;91;77
"09";"3076";"Redecilla del Camino";150;88;62
"09";"3082";"Redecilla del Campo";96;50;46
"09";"3095";"Regumiel de la Sierra";510;256;254
"09";"3109";"Reinoso";26;18;8
"09";"3116";"Retuerta";82;46;36
"09";"3142";"Revilla del Campo";134;66;68
"09";"3168";"Revilla Vallejera";179;101;78
"09";"3121";"Revilla y Ahedo (La)";126;69;57
"09";"3155";"Revillarruz";146;76;70
"09";"3174";"Rezmondo";24;11;13
"09";"3180";"Riocavado de la Sierra";76;40;36
"09";"3214";"Roa";2.299;1.177;1.122
"09";"3235";"Rojas";102;57;45
"09";"3253";"Royuela de Río Franco";352;196;156
"09";"3266";"Rubena";156;79;77
"09";"3272";"Rublacedo de Abajo";41;21;20
"09";"3288";"Rucandio";118;60;58
"09";"3291";"Salas de Bureba";173;97;76
"09";"3305";"Salas de los Infantes";2.091;1.044;1.047
"09";"3327";"Saldaña de Burgos";107;57;50
"09";"3348";"Salinillas de Bureba";71;39;32
"09";"3351";"San Adrián de Juarros";47;24;23
"09";"3370";"San Juan del Monte";171;90;81
"09";"3386";"San Mamés de Burgos";171;97;74
"09";"3399";"San Martín de Rubiales";272;140;132
"09";"3403";"San Millán de Lara";81;52;29
"09";"3608";"San Vicente del Valle";42;27;15
"09";"3431";"Santa Cecilia";132;73;59
"09";"3459";"Santa Cruz de la Salceda";200;111;89
"09";"3462";"Santa Cruz del Valle Urbión";132;79;53
"09";"3478";"Santa Gadea del Cid";190;101;89
"09";"3484";"Santa Inés";209;111;98
"09";"3500";"Santa María del Campo";725;373;352
"09";"3517";"Santa María del Invierno";61;37;24
"09";"3522";"Santa María del Mercadillo";193;111;82
"09";"3538";"Santa María Rivarredonda";137;76;61
"09";"3543";"Santa Olalla de Bureba";40;16;24
"09";"3556";"Santibáñez de Esgueva";173;86;87
"09";"3569";"Santibáñez del Val";62;38;24
"09";"3581";"Santo Domingo de Silos";313;198;115
"09";"3615";"Sargentes de la Lora";175;99;76
"09";"3620";"Sarracín";176;102;74
"09";"3636";"Sasamón";1.543;835;708
"09";"3654";"Sequera de Haza (La)";68;39;29
"09";"3667";"Solarana";117;66;51
"09";"3689";"Sordillos";40;24;16
"09";"3692";"Sotillo de la Ribera";632;351;281
"09";"3728";"Sotragero";155;84;71
"09";"3734";"Sotresgudo";765;412;353
"09";"3749";"Susinos del Páramo";106;48;58
"09";"3752";"Tamarón";51;32;19
"09";"3771";"Tardajos";676;364;312
"09";"3787";"Tejada";51;30;21
"09";"3804";"Terradillos de Esgueva";130;65;65
"09";"3811";"Tinieblas de la Sierra";47;22;25
"09";"3826";"Tobar";52;29;23
"09";"3847";"Tordómar";416;233;183
"09";"3863";"Torrecilla del Monte";75;42;33
"09";"3879";"Torregalindo";144;83;61
"09";"3885";"Torrelara";32;17;15
"09";"3898";"Torrepadre";143;77;66
"09";"3902";"Torresandino";826;444;382
"09";"3919";"Tórtoles de Esgueva";563;316;247
"09";"3924";"Tosantos";74;38;36
"09";"3945";"Trespaderne";1.126;588;538
"09";"3958";"Tubilla del Agua";159;107;52
"09";"3961";"Tubilla del Lago";206;109;97
"09";"3983";"Úrbel del Castillo";102;57;45
"09";"4000";"Vadocondes";460;238;222
"09";"4038";"Valdeande";153;86;67
"09";"4056";"Valdezate";212;111;101
"09";"4069";"Valdorros";125;71;54
"09";"4081";"Vallarta de Bureba";73;41;32
"09";"9048";"Valle de las Navas";650;359;291
"09";"9086";"Valle de Losa";691;396;295
"09";"4094";"Valle de Manzanedo";122;66;56
"09";"4108";"Valle de Mena";3.338;1.705;1.633
"09";"4115";"Valle de Oca";222;109;113
"09";"9027";"Valle de Santibáñez";643;325;318
"09";"9051";"Valle de Sedano";523;279;244
"09";"4120";"Valle de Tobalina";1.111;584;527
"09";"4136";"Valle de Valdebezana";759;413;346
"09";"4141";"Valle de Valdelaguna";251;135;116
"09";"4154";"Valle de Valdelucio";371;199;172
"09";"4167";"Valle de Zamanzas";76;46;30
"09";"4173";"Vallejera";62;34;28
"09";"4189";"Valles de Palenzuela";108;55;53
"09";"4192";"Valluércanes";125;68;57
"09";"4075";"Valmala";33;15;18
"09";"4228";"Vid de Bureba (La)";47;23;24
"09";"4213";"Vid y Barrios (La)";345;194;151
"09";"4234";"Vileña";42;26;16
"09";"4271";"Villadiego";2.050;1.122;928
"09";"4287";"Villaescusa de Roa";184;105;79
"09";"4290";"Villaescusa la Sombría";61;35;26
"09";"4304";"Villaespasa";32;16;16
"09";"4311";"Villafranca Montes de Oca";205;105;100
"09";"4326";"Villafruela";311;176;135
"09";"4332";"Villagalijo";77;49;28
"09";"4347";"Villagonzalo Pedernales";707;351;356
"09";"4379";"Villahoz";425;216;209
"09";"4385";"Villalba de Duero";559;299;260
"09";"4398";"Villalbilla de Burgos";679;368;311
"09";"4402";"Villalbilla de Gumiel";136;77;59
"09";"4419";"Villaldemiro";85;45;40
"09";"4424";"Villalmanzo";502;275;227
"09";"4430";"Villamayor de los Montes";266;131;135
"09";"4445";"Villamayor de Treviño";116;65;51
"09";"4458";"Villambistia";83;48;35
"09";"4461";"Villamedianilla";28;13;15
"09";"4477";"Villamiel de la Sierra";42;24;18
"09";"4483";"Villangómez";336;184;152
"09";"4496";"Villanueva de Argaño";122;64;58
"09";"4509";"Villanueva de Carazo";23;14;9
"09";"4516";"Villanueva de Gumiel";310;160;150
"09";"4542";"Villanueva de Teba";73;41;32
"09";"4555";"Villaquirán de la Puebla";72;40;32
"09";"4568";"Villaquirán de los Infantes";192;96;96
"09";"9033";"Villarcayo de Merindad de Castilla la Vieja";3.798;1.906;1.892
"09";"4580";"Villariezo";167;89;78
"09";"4607";"Villasandino";266;132;134
"09";"4635";"Villasur de Herreros";301;171;130
"09";"4640";"Villatuelda";78;42;36
"09";"4672";"Villaverde-Mogina";134;82;52
"09";"4666";"Villaverde del Monte";201;107;94
"09";"4712";"Villayerno Morquillas";135;69;66
"09";"4727";"Villazopeque";95;54;41
"09";"4733";"Villegas";135;73;62
"09";"4764";"Villoruebo";52;33;19
"09";"4249";"Viloria de Rioja";72;40;32
"09";"4252";"Vilviestre del Pinar";789;411;378
"09";"4786";"Vizcaínos";67;35;32
"09";"4803";"Zael";154;80;74
"09";"4825";"Zarzosa de Río Pisuerga";62;36;26
"09";"4831";"Zazuar";246;128;118
"09";"4859";"Zuñeda";87;45;42
"10";"0015";"Abadía";278;156;122
"10";"0020";"Abertura";510;275;235
"10";"0036";"Acebo";788;419;369
"10";"0041";"Acehuche";966;486;480
"10";"0054";"Aceituna";732;376;356
"10";"0067";"Ahigal";1.684;869;815
"10";"0073";"Albalá del Caudillo";832;400;432
"10";"0089";"Alcántara";1.829;937;892
"10";"0092";"Alcollarín";364;172;192
"10";"0106";"Alcuéscar";3.110;1.613;1.497
"10";"0128";"Aldea del Cano";760;376;384
"10";"0134";"Aldea del Obispo (La)";415;220;195
"10";"0113";"Aldeacentenera";1.002;509;493
"10";"0149";"Aldeanueva de la Vera";2.526;1.251;1.275
"10";"0152";"Aldeanueva del Camino";906;467;439
"10";"0165";"Aldehuela de Jerte";388;220;168
"10";"0171";"Alía";1.371;682;689
"10";"0187";"Aliseda";2.373;1.188;1.185
"10";"0190";"Almaraz";1.433;744;689
"10";"0204";"Almoharín";2.003;994;1.009
"10";"0211";"Arroyo de la Luz";6.446;3.228;3.218
"10";"0232";"Arroyomolinos";1.085;549;536
"10";"0226";"Arroyomolinos de la Vera";604;300;304
"10";"0247";"Baños de Montemayor";712;361;351
"10";"0250";"Barrado";565;291;274
"10";"0263";"Belvís de Monroy";598;308;290
"10";"0279";"Benquerencia";104;62;42
"10";"0285";"Berrocalejo";131;59;72
"10";"0298";"Berzocana";660;336;324
"10";"0302";"Bohonal de Ibor";620;319;301
"10";"0319";"Botija";182;80;102
"10";"0324";"Brozas";2.407;1.203;1.204
"10";"0330";"Cabañas del Castillo";575;292;283
"10";"0345";"Cabezabellosa";498;250;248
"10";"0358";"Cabezuela del Valle";2.414;1.250;1.164
"10";"0361";"Cabrero";455;239;216
"10";"0377";"Cáceres";78.614;37.864;40.750
"10";"0383";"Cachorrilla";100;47;53
"10";"0396";"Cadalso";592;308;284
"10";"0400";"Calzadilla";535;275;260
"10";"0417";"Caminomorisco";1.297;690;607
"10";"0422";"Campillo de Deleitosa";144;70;74
"10";"0438";"Campo Lugar";1.221;613;608
"10";"0443";"Cañamero";1.959;1.011;948
"10";"0456";"Cañaveral";1.533;754;779
"10";"0469";"Carbajo";283;150;133
"10";"0475";"Carcaboso";1.145;660;485
"10";"0481";"Carrascalejo";437;221;216
"10";"0494";"Casar de Cáceres";4.641;2.323;2.318
"10";"0507";"Casar de Palomero";1.353;679;674
"10";"0514";"Casares de las Hurdes";798;401;397
"10";"0529";"Casas de Don Antonio";235;110;125
"10";"0535";"Casas de Don Gómez";371;193;178
"10";"0566";"Casas de Millán";812;422;390
"10";"0572";"Casas de Miravete";163;87;76
"10";"0540";"Casas del Castañar";741;369;372
"10";"0553";"Casas del Monte";926;479;447
"10";"0588";"Casatejada";1.277;638;639
"10";"0591";"Casillas de Coria";539;249;290
"10";"0605";"Castañar de Ibor";1.388;710;678
"10";"0612";"Ceclavín";2.149;1.134;1.015
"10";"0627";"Cedillo";545;281;264
"10";"0633";"Cerezo";238;112;126
"10";"0648";"Cilleros";2.206;1.112;1.094
"10";"0651";"Collado";231;124;107
"10";"0664";"Conquista de la Sierra";183;87;96
"10";"0670";"Coria";11.811;5.934;5.877
"10";"0686";"Cuacos de Yuste";933;498;435
"10";"0699";"Cumbre (La)";1.167;579;588
"10";"0703";"Deleitosa";953;476;477
"10";"0710";"Descargamaría";268;138;130
"10";"0725";"Eljas";1.260;638;622
"10";"0731";"Escurial";947;474;473
"10";"0759";"Fresnedoso de Ibor";448;226;222
"10";"0762";"Galisteo";2.002;1.012;990
"10";"0778";"Garciaz";1.038;532;506
"10";"0784";"Garganta (La)";604;337;267
"10";"0797";"Garganta la Olla";1.068;560;508
"10";"0801";"Gargantilla";501;267;234
"10";"0818";"Gargüera";202;103;99
"10";"0823";"Garrovillas";2.488;1.196;1.292
"10";"0839";"Garvín";122;70;52
"10";"0844";"Gata";1.950;979;971
"10";"0857";"Gordo (El)";304;150;154
"10";"0860";"Granja (La)";432;243;189
"10";"0876";"Guadalupe";2.414;1.198;1.216
"10";"0882";"Guijo de Coria";297;157;140
"10";"0895";"Guijo de Galisteo";1.836;936;900
"10";"0909";"Guijo de Granadilla";761;374;387
"10";"0916";"Guijo de Santa Bárbara";501;250;251
"10";"0921";"Herguijuela";445;218;227
"10";"0937";"Hernán-Pérez";496;258;238
"10";"0942";"Herrera de Alcántara";340;170;170
"10";"0955";"Herreruela";477;251;226
"10";"0968";"Hervás";3.934;1.917;2.017
"10";"0974";"Higuera";120;65;55
"10";"0980";"Hinojal";446;212;234
"10";"0993";"Holguera";847;422;425
"10";"1007";"Hoyos";1.001;512;489
"10";"1014";"Huélaga";208;107;101
"10";"1029";"Ibahernando";761;373;388
"10";"1035";"Jaraicejo";672;327;345
"10";"1040";"Jaraíz de la Vera";6.768;3.446;3.322
"10";"1053";"Jarandilla de la Vera";3.228;1.620;1.608
"10";"1066";"Jarilla";199;106;93
"10";"1072";"Jerte";1.377;719;658
"10";"1088";"Ladrillar";327;180;147
"10";"1091";"Logrosán";2.629;1.332;1.297
"10";"1105";"Losar de la Vera";3.007;1.514;1.493
"10";"1112";"Madrigal de la Vera";1.521;872;649
"10";"1127";"Madrigalejo";2.247;1.105;1.142
"10";"1133";"Madroñera";3.165;1.584;1.581
"10";"1148";"Majadas";1.237;686;551
"10";"1151";"Malpartida de Cáceres";4.361;2.189;2.172
"10";"1164";"Malpartida de Plasencia";4.191;2.043;2.148
"10";"1170";"Marchagaz";398;194;204
"10";"1186";"Mata de Alcántara";398;201;197
"10";"1199";"Membrío";907;430;477
"10";"1203";"Mesas de Ibor";202;110;92
"10";"1210";"Miajadas";9.629;4.817;4.812
"10";"1225";"Millanes";253;143;110
"10";"1231";"Mirabel";861;422;439
"10";"1246";"Mohedas de Granadilla";1.163;588;575
"10";"1259";"Monroy";1.253;666;587
"10";"1262";"Montánchez";2.233;1.102;1.131
"10";"1278";"Montehermoso";5.211;2.639;2.572
"10";"1284";"Moraleja";8.355;4.138;4.217
"10";"1297";"Morcillo";505;253;252
"10";"1301";"Navaconcejo";2.176;1.103;1.073
"10";"1318";"Navalmoral de la Mata";14.874;7.402;7.472
"10";"1323";"Navalvillar de Ibor";553;288;265
"10";"1339";"Navas del Madroño";1.575;793;782
"10";"1344";"Navezuelas";755;395;360
"10";"1357";"Nuñomoral";2.013;1.064;949
"10";"1360";"Oliva de Plasencia";327;164;163
"10";"1376";"Palomero";580;295;285
"10";"1382";"Pasarón de la Vera";714;357;357
"10";"1395";"Pedroso de Acim";147;78;69
"10";"1409";"Peraleda de la Mata";1.454;727;727
"10";"1416";"Peraleda de San Román";431;211;220
"10";"1421";"Perales del Puerto";1.026;508;518
"10";"1437";"Pescueza";224;105;119
"10";"1442";"Pesga (La)";1.290;732;558
"10";"1455";"Piedras Albas";226;107;119
"10";"1468";"Pinofranqueado";1.793;975;818
"10";"1474";"Piornal";1.560;774;786
"10";"1480";"Plasencia";36.465;17.841;18.624
"10";"1493";"Plasenzuela";514;235;279
"10";"1506";"Portaje";416;204;212
"10";"1513";"Portezuelo";328;159;169
"10";"1528";"Pozuelo de Zarzón";649;312;337
"10";"1534";"Puerto de Santa Cruz";440;212;228
"10";"1549";"Rebollar";251;129;122
"10";"1552";"Riolobos";1.567;833;734
"10";"1565";"Robledillo de Gata";174;92;82
"10";"1571";"Robledillo de la Vera";367;180;187
"10";"1587";"Robledillo de Trujillo";462;247;215
"10";"1590";"Robledollano";453;246;207
"10";"1604";"Romangordo";197;94;103
"10";"9016";"Rosalejo";1.854;1.045;809
"10";"1611";"Ruanes";112;58;54
"10";"1626";"Salorino";852;421;431
"10";"1632";"Salvatierra de Santiago";434;223;211
"10";"1647";"San Martín de Trevejo";1.018;518;500
"10";"1650";"Santa Ana";397;199;198
"10";"1663";"Santa Cruz de la Sierra";375;193;182
"10";"1679";"Santa Cruz de Paniagua";467;250;217
"10";"1685";"Santa Marta de Magasca";382;192;190
"10";"1698";"Santiago de Alcántara";789;391;398
"10";"1702";"Santiago del Campo";340;173;167
"10";"1719";"Santibáñez el Alto";535;274;261
"10";"1724";"Santibáñez el Bajo";1.013;526;487
"10";"1730";"Saucedilla";617;313;304
"10";"1745";"Segura de Toro";220;119;101
"10";"1758";"Serradilla";1.974;1.002;972
"10";"1761";"Serrejón";525;274;251
"10";"1777";"Sierra de Fuentes";1.677;860;817
"10";"1783";"Talaván";1.033;514;519
"10";"1796";"Talaveruela de la Vera";468;219;249
"10";"1800";"Talayuela";7.005;3.913;3.092
"10";"1817";"Tejeda de Tiétar";1.025;554;471
"10";"1822";"Toril";224;143;81
"10";"1838";"Tornavacas";1.341;712;629
"10";"1843";"Torno (El)";980;505;475
"10";"1875";"Torre de Don Miguel";654;329;325
"10";"1881";"Torre de Santa María";765;380;385
"10";"1856";"Torrecilla de los Ángeles";706;358;348
"10";"1869";"Torrecillas de la Tiesa";1.266;640;626
"10";"1908";"Torrejón el Rubio";726;377;349
"10";"1894";"Torrejoncillo";3.633;1.775;1.858
"10";"1915";"Torremenga";585;326;259
"10";"1920";"Torremocha";1.254;597;657
"10";"1936";"Torreorgaz";1.571;803;768
"10";"1941";"Torrequemada";615;293;322
"10";"1954";"Trujillo";9.070;4.366;4.704
"10";"1967";"Valdastillas";419;209;210
"10";"1973";"Valdecañas de Tajo";140;77;63
"10";"1989";"Valdefuentes";1.583;796;787
"10";"1992";"Valdehúncar";178;87;91
"10";"2006";"Valdelacasa de Tajo";583;277;306
"10";"2013";"Valdemorales";282;140;142
"10";"2028";"Valdeobispo";843;413;430
"10";"2034";"Valencia de Alcántara";6.226;3.047;3.179
"10";"2049";"Valverde de la Vera";564;292;272
"10";"2052";"Valverde del Fresno";2.630;1.336;1.294
"10";"2065";"Viandar de la Vera";333;156;177
"10";"2071";"Villa del Campo";672;332;340
"10";"2087";"Villa del Rey";183;97;86
"10";"2090";"Villamesías";393;196;197
"10";"2104";"Villamiel";849;486;363
"10";"2111";"Villanueva de la Sierra";615;294;321
"10";"2126";"Villanueva de la Vera";2.003;1.000;1.003
"10";"2147";"Villar de Plasencia";303;151;152
"10";"2132";"Villar del Pedroso";856;429;427
"10";"2150";"Villasbuenas de Gata";518;266;252
"10";"2163";"Zarza de Granadilla";1.862;959;903
"10";"2179";"Zarza de Montánchez";660;326;334
"10";"2185";"Zarza la Mayor";1.732;863;869
"10";"2198";"Zorita";2.025;996;1.029
"11";"0012";"Alcalá de los Gazules";5.578;2.894;2.684
"11";"0027";"Alcalá del Valle";5.277;2.711;2.566
"11";"0033";"Algar";1.833;993;840
"11";"0048";"Algeciras";101.972;50.124;51.848
"11";"0051";"Algodonales";5.680;2.923;2.757
"11";"0064";"Arcos de la Frontera";27.897;14.007;13.890
"11";"0070";"Barbate";21.916;10.922;10.994
"11";"0086";"Barrios (Los)";16.083;8.118;7.965
"11";"9013";"Benalup";6.179;3.144;3.035
"11";"0099";"Benaocaz";592;297;295
"11";"0103";"Bornos";8.062;4.011;4.051
"11";"0110";"Bosque (El)";1.833;949;884
"11";"0125";"Cádiz";143.129;68.727;74.402
"11";"0131";"Castellar de la Frontera";2.428;1.244;1.184
"11";"0159";"Chiclana de la Frontera";55.494;28.163;27.331
"11";"0162";"Chipiona";15.989;8.078;7.911
"11";"0146";"Conil de la Frontera";17.089;8.675;8.414
"11";"0178";"Espera";3.957;2.072;1.885
"11";"0184";"Gastor (El)";2.015;1.064;951
"11";"0197";"Grazalema";2.256;1.163;1.093
"11";"0201";"Jerez de la Frontera";181.602;88.706;92.896
"11";"0218";"Jimena de la Frontera";8.948;4.565;4.383
"11";"0223";"Línea de la Concepción (La)";59.629;29.058;30.571
"11";"0239";"Medina-Sidonia";10.872;5.639;5.233
"11";"0244";"Olvera";8.884;4.462;4.422
"11";"0257";"Paterna de Rivera";5.121;2.659;2.462
"11";"0260";"Prado del Rey";5.785;2.895;2.890
"11";"0276";"Puerto de Santa María (El)";73.728;36.783;36.945
"11";"0282";"Puerto Real";33.415;16.819;16.596
"11";"0295";"Puerto Serrano";6.677;3.413;3.264
"11";"0309";"Rota";24.704;12.478;12.226
"11";"0316";"San Fernando";84.014;41.453;42.561
"11";"9028";"San José del Valle";4.322;2.227;2.095
"11";"0337";"San Roque";22.322;11.194;11.128
"11";"0321";"Sanlúcar de Barrameda";61.382;30.718;30.664
"11";"0342";"Setenil de las Bodegas";3.130;1.597;1.533
"11";"0355";"Tarifa";15.118;7.642;7.476
"11";"0368";"Torre Alháquime";988;504;484
"11";"0374";"Trebujena";6.927;3.592;3.335
"11";"0380";"Ubrique";17.960;8.933;9.027
"11";"0393";"Vejer de la Frontera";12.731;6.447;6.284
"11";"0407";"Villaluenga del Rosario";451;244;207
"11";"0414";"Villamartín";11.963;6.004;5.959
"11";"0429";"Zahara";1.552;809;743
"12";"0022";"Aín";155;79;76
"12";"0038";"Albocàsser";1.374;664;710
"12";"0043";"Alcalà de Xivert";4.902;2.422;2.480
"12";"0056";"Alcora (l')";8.788;4.473;4.315
"12";"0069";"Alcudia de Veo";177;82;95
"12";"0075";"Alfondeguilla";919;453;466
"12";"0081";"Algimia de Almonacid";288;162;126
"12";"0094";"Almazora/Almassora";16.465;8.134;8.331
"12";"0108";"Almedíjar";283;136;147
"12";"0115";"Almenara";5.001;2.468;2.533
"12";"9018";"Alquerías del Niño Perdido";3.531;1.720;1.811
"12";"0120";"Altura";3.144;1.582;1.562
"12";"0136";"Arañuel";142;74;68
"12";"0141";"Ares del Maestre";266;128;138
"12";"0154";"Argelita";117;57;60
"12";"0167";"Artana";1.869;928;941
"12";"0017";"Atzeneta del Maestrat";1.465;741;724
"12";"0173";"Ayódar";223;122;101
"12";"0189";"Azuébar";351;173;178
"12";"0206";"Barracas";166;91;75
"12";"0228";"Bejís";362;201;161
"12";"0249";"Benafer";148;81;67
"12";"0252";"Benafigos";218;119;99
"12";"0265";"Benasal";1.416;687;729
"12";"0271";"Benicarló";19.350;9.557;9.793
"12";"0287";"Benicasim/Benicàssim";10.702;5.445;5.257
"12";"0290";"Benlloch";863;443;420
"12";"0213";"Betxí";5.314;2.701;2.613
"12";"0311";"Borriol";3.284;1.660;1.624
"12";"0326";"Burriana";26.097;12.677;13.420
"12";"0332";"Cabanes";2.366;1.158;1.208
"12";"0347";"Cálig";1.755;854;901
"12";"0363";"Canet lo Roig";914;436;478
"12";"0379";"Castell de Cabres";22;10;12
"12";"0385";"Castellfort";235;124;111
"12";"0398";"Castellnovo";1.026;491;535
"12";"0402";"Castellón de la Plana/Castelló de la Plana";137.741;67.015;70.726
"12";"0419";"Castillo de Villamalefa";130;64;66
"12";"0424";"Catí";897;462;435
"12";"0430";"Caudiel";707;350;357
"12";"0445";"Cervera del Maestre";730;348;382
"12";"0521";"Chert/Xert";920;449;471
"12";"0537";"Chilches";2.222;1.134;1.088
"12";"0555";"Chodos/Xodos";159;84;75
"12";"0568";"Chóvar";393;199;194
"12";"0458";"Cinctorres";551;253;298
"12";"0461";"Cirat";281;148;133
"12";"0483";"Cortes de Arenoso";410;224;186
"12";"0496";"Costur";469;238;231
"12";"0509";"Coves de Vinromà (les)";1.866;935;931
"12";"0516";"Culla";811;411;400
"12";"0574";"Eslida";766;364;402
"12";"0580";"Espadilla";78;37;41
"12";"0593";"Fanzara";269;128;141
"12";"0607";"Figueroles";548;273;275
"12";"0614";"Forcall";540;262;278
"12";"0635";"Fuente la Reina";29;13;16
"12";"0640";"Fuentes de Ayódar";105;58;47
"12";"0653";"Gaibiel";205;108;97
"12";"0672";"Geldo";704;351;353
"12";"0688";"Herbés";106;54;52
"12";"0691";"Higueras";41;25;16
"12";"0705";"Jana (la)";823;418;405
"12";"0712";"Jérica";1.574;801;773
"12";"0748";"Llosa (la)";932;471;461
"12";"0727";"Lucena del Cid";1.581;792;789
"12";"0733";"Ludiente";232;117;115
"12";"0751";"Mata de Morella (la)";196;96;100
"12";"0764";"Matet";139;71;68
"12";"0770";"Moncofa";3.724;1.897;1.827
"12";"0786";"Montán";340;175;165
"12";"0799";"Montanejos";408;209;199
"12";"0803";"Morella";2.719;1.309;1.410
"12";"0810";"Navajas";508;256;252
"12";"0825";"Nules";11.490;5.733;5.757
"12";"0831";"Olocau del Rey";149;81;68
"12";"0846";"Onda";18.909;9.536;9.373
"12";"0859";"Oropesa del Mar/Orpesa";3.044;1.555;1.489
"12";"0878";"Palanques";23;13;10
"12";"0884";"Pavías";58;36;22
"12";"0897";"Peñíscola";4.047;2.037;2.010
"12";"0901";"Pina de Montalgrao";167;88;79
"12";"0939";"Pobla de Benifassà (la)";217;110;107
"12";"0944";"Pobla Tornesa (la)";532;260;272
"12";"0918";"Portell de Morella";265;130;135
"12";"0923";"Puebla de Arenoso";173;86;87
"12";"0957";"Ribesalbes";1.283;640;643
"12";"0960";"Rossell";1.148;589;559
"12";"0976";"Sacañet";119;67;52
"12";"0982";"Salzadella (la)";797;391;406
"12";"0995";"San Jorge";577;280;297
"12";"1016";"San Rafael del Río";462;234;228
"12";"9023";"Sant Joan de Moró";1.683;854;829
"12";"1009";"Sant Mateu";1.780;890;890
"12";"1021";"Santa Magdalena de Pulpis";693;350;343
"12";"1037";"Sarratella";96;52;44
"12";"1042";"Segorbe";7.710;3.747;3.963
"12";"1055";"Sierra Engarcerán";1.084;570;514
"12";"1068";"Soneja";1.387;703;684
"12";"1074";"Sot de Ferrer";405;206;199
"12";"1080";"Sueras/Suera";548;274;274
"12";"1093";"Tales";763;366;397
"12";"1107";"Teresa";368;188;180
"12";"1114";"Tírig";567;285;282
"12";"1129";"Todolella";136;81;55
"12";"1135";"Toga";94;45;49
"12";"1140";"Torás";259;135;124
"12";"1153";"Toro (El)";356;187;169
"12";"1166";"Torralba del Pinar";67;31;36
"12";"1191";"Torre d'En Besora (la)";210;106;104
"12";"1205";"Torre Endoménech";238;118;120
"12";"1172";"Torreblanca";4.590;2.291;2.299
"12";"1188";"Torrechiva";68;40;28
"12";"1212";"Traiguera";1.586;816;770
"12";"1227";"Useras/Useres (les)";1.027;520;507
"12";"1248";"Vall d'Alba";1.856;935;921
"12";"1251";"Vall de Almonacid";292;150;142
